Paper_ID,Artcle-URI,Article-Title,Condition-Extracted-Western,Normalized-Condition-Western,MONDO-OR-HP-Term,Exact-OR-Synonym,MONDO-OR-HP-Term-URI,Comment from TEAM-Core
1206,https://doi.org/10.1097/GME.0000000000000260,"Effects of Acupuncture on Climacteric Vasomotor Symptoms, Quality of Life, and Urinary Excretion of Neuropeptides among Postmenopausal Women",Climacteric Vasomotor Symptoms (Hot Flushes),hot flashes,NOT FOUND,,,
637,https://doi.org/10.1089/acm.2016.0355,Effects of Acupuncture on Gait of Patients with Multiple Sclerosis,Multiple sclerosis with gait impairment,Multiple sclerosis with gait impairment,multiple sclerosis,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005301,
461,https://pubmed.ncbi.nlm.nih.gov/15510807.0/,"Effects of Acupuncture on Hemorheology, Blood Lipid Content and Nail Fold Microcirculation in Multiple Infarct Dementia Patients",Multiple Infarct Dementia (MID),Dementia,NOT FOUND,,,
1207,https://doi.org/10.1097/gme.0b013e3181bfac3b,Effects of acupuncture on hot flashes in perimenopausal and postmenopausal women-a multicenter randomized clinical trial,Hot flashes,Hot flashes,Hot flashes,Exact - HP,http://purl.obolibrary.org/obo/HP_0031217,
579,https://doi.org/10.1155/2014/217397,"Effects of Acupuncture on Leucopenia, Neutropenia, NK, and B Cells in Cancer Patients: A Randomized Pilot Study",Colorectal cancer (CRC),Colorectal cancer (CRC),colorectal cancer,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005575,
189,https://doi.org/10.1097/GME.0000000000000260,Effects of acupuncture on menopause-related symptoms and quality of life in women on natural menopause: a meta-analysis of randomized controlled trials,"Menopause-related symptoms, specifically hot flashes and other symptoms associated with menopause","Menopause, hot flashes",NOT FOUND,,,
187,https://doi.org/10.1097/NCC.0000000000000278,Effects of Acupuncture on Menopause-Related Symptoms in Breast Cancer Survivors A Meta-analysis of Randomized Controlled Trials,Menopause-related symptoms in breast cancer survivors,"Menopause, breast cancer",NOT FOUND,,,
1655,https://doi.org/10.5606/tftrd.2024.14372,"Effects of acupuncture on oxidative stress mechanisms, pain, and quality of life in fibromyalgia: A prospective study from Türkiye",Fibromyalgia syndrome (FMS),Fibromyalgia syndrome (FMS),fibromyalgia,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0005546,
815,https://doi.org/10.1136/bmj.39471.430451.BE,Effects of acupuncture on rates of pregnancy and live birth among women undergoing in vitro fertilisation: systematic review and meta-analysis,Infertility,Infertility,Infertility,Exact - HP,http://purl.obolibrary.org/obo/HP_0000789,
390,https://doi.org/10.1371/journal.pone.0113731,Effects of Acupuncture on Sensory Perception: A Systematic Review and Meta-Analysis,"Pain conditions (e.g., myofascial pain, fibromyalgia, chronic neck and back pain, temporomandibular disorder, DOMS)","myofascial pain, fibromyalgia, chronic neck pain and back pain, temporomandibular joint disorder, DOMS","fibromyalgia, Neck pain, Back pain, temporomandibular joint disorder","Exact - MONDO, Exact - HP, Exact - HP, Exact - MONDO","http://purl.obolibrary.org/obo/MONDO_0005546, http://purl.obolibrary.org/obo/HP_0030833, http://purl.obolibrary.org/obo/HP_0003418, http://purl.obolibrary.org/obo/MONDO_0005473",
1589,https://doi.org/10.1006/pmed.1996.0125,Effects of Acupuncture on Smoking Cessation or Reduction for Motivated Smokers',Smoking addiction or nicotine dependence,nicotine dependence,nicotine dependence,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0008575,
382,https://doi.org/10.1089/acm.2008.0173,Effects of Acupuncture on Symptoms and Muscle Function in Delayed Onset Muscle Soreness,Delayed Onset Muscle Soreness (DOMS),Muscle Soreness,NOT FOUND,,,
801,https://doi.org/10.1136/acupmed-2012-010198,Effects of acupuncture on the outcome of in vitro fertilisation and intracytoplasmic sperm injection in women with polycystic ovarian syndrome,Polycystic Ovarian Syndrome (PCOS),Polycystic ovary syndrome (PCOS),polycystic ovary syndrome,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0008487,
793,https://doi.org/10.1089/acm.2011.0158,Effects of Acupuncture on the Outcomes of In Vitro Fertilization: A Systematic Review and Meta-Analysis,Not specified (the paper focuses on IVF/ICSI outcomes rather than a specific Western medical condition or disease),Not specified (the paper focuses on IVF/ICSI outcomes rather than a specific Western medical condition or disease),,,,
664,https://doi.org/10.3389/fneur.2018.00030,effects of acupuncture on the Recovery Outcomes of Stroke Survivors with Shoulder Pain: a Systematic Review,Poststroke shoulder pain,Poststroke shoulder pain,Shoulder pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0030834,
915,https://doi.org/10.1142/S0192415X09006989,Effects of Acupuncture Stimulation on Recovery Ability of Male Elite Basketball Athletes,Muscle fatigue,Muscle fatigue,Increased muscle fatiguability,Synonym - HP,http://purl.obolibrary.org/obo/HP_0003750,
619,https://doi.org/10.1186/1749-8546-5-11,Effects of acupuncture to treat fibromyalgia: A preliminary randomised controlled trial,Fibromyalgia,Fibromyalgia,fibromyalgia,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005546,
1081,https://doi.org/10.1161/01.str.29.10.2100,"Effects of Acupuncture Treatment on Daily Life Activities and Quality of Life A Controlled, Prospective, and Randomized Study of Acute Stroke Patients",Acute stroke,Acute stroke,stroke disorder,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0005098,
1088,https://doi.org/10.1177/1545968304271568,Effects of Acupuncture Treatment on Poststroke Motor Recovery and Physical Function: A Pilot Study,Stroke,Stroke,stroke disorder,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0005098,
862,https://pubmed.ncbi.nlm.nih.gov/15921471.0/,Effects of Acupuncture Versus Ultrasound in Patients With Impingement Syndrome: Randomized Clinical Trial,Impingement syndrome,Impingement syndrome,NOT FOUND,,,
1192,https://doi.org/10.1080/13697130601165059,"Effects of acupuncture, applied relaxation, estrogens and placebo on hot flushes in postmenopausal women: an analysis of two prospective, parallel, randomized studies",Menopausal hot flushes,hot flashes,NOT FOUND,,,
545,https://doi.org/10.1054/math.2000.0357,"Effects of acupuncture, cervical manipulation and NSAID therapy on dizziness and impaired head repositioning of suspected cervical origin: a pilot study",Dizziness/Vertigo of suspected cervical origin,Dizziness/Vertigo of suspected cervical origin,Vertigo,Synonym - HP,http://purl.obolibrary.org/obo/HP_0002321,
1730,https://doi.org/10.1186/1472-6882-13-308,"Effects of an integrative treatment, therapeutic acupuncture and conventional treatment in alleviating psychological distress in primary care patients -a pragmatic randomized controlled trial",Psychological distress (anxiety and depression),Psychological distress (anxiety and depression),"Abnormal emotional state, anxiety, Depression","Synonym - HP, Exact - MONDO, Exact - HP","http://purl.obolibrary.org/obo/HP_0100851, http://purl.obolibrary.org/obo/MONDO_0011918, http://purl.obolibrary.org/obo/HP_0000716",
368,https://doi.org/10.1089/acm.2006.12.813,"Effects of Contralateral Electroacupuncture on Brain Function: A Double-Blind, Randomized, Pilot Clinical Trial",Not specified (the study focuses on healthy volunteers and the effect of acupuncture on brain function rather than a specific disease or condition),Not specified (the study focuses on healthy volunteers and the effect of acupuncture on brain function rather than a specific disease or condition),,,,
1733,https://doi.org/10.1016/j.math.2016.07.009,Effects of dry needling to the symptomatic versus control shoulder in patients with unilateral subacromial pain syndrome *,Unilateral subacromial pain syndrome,shoulder pain,NOT FOUND,,,
1183,https://doi.org/10.1016/j.jcm.2008.07.003,Effects of electrical stimulation of acupuncture points on blood pressure,Hypertension,Hypertension,Hypertension,Exact - HP,http://purl.obolibrary.org/obo/HP_0000822,
407,https://doi.org/10.1007/s00404-014-3427-x,Effects of electro-acupuncture on labor pain management,Labor pain,Labor,NOT FOUND,,,
500,https://doi.org/10.1007/s11655-013-1594-4,Effects of Electro-Acupuncture on Personality Traits in Depression: A Randomized Controlled Study,"Depression (Major Depressive Disorder, MDD)",Major Depressive Disorder (MDD),major depressive disorder,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0002009,
1194,https://doi.org/10.1016/s0965229902000547,Effects of electro-acupuncture on psychological distress in postmenopausal women,Climacteric symptoms in postmenopausal women,menopause,NOT FOUND,,,
457,https://doi.org/10.1016/j.jad.2006.07.012,Effects of electroacupuncture and fluoxetine on the density of GTP-binding-proteins in platelet membrane in patients with major depressive disorder,Major Depressive Disorder (MDD),Major Depressive Disorder (MDD),major depressive disorder,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0002009,
711,https://doi.org/10.1038/sj.ijo.0802997,Effects of electroacupuncture in reducing weight and waist circumference in obese women: a randomized crossover trial,Obesity,Obesity,obesity disorder,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0011122,
1728,https://doi.org/10.1089/acm.2011.0637,Effects of Electroacupuncture on Depression and the Production of Glial Cell Line-Derived Neurotrophic Factor Compared with Fluoxetine: A Randomized Controlled Pilot Study,Depression / Depressive Disorder (DD),Depression / Depressive Disorder (DD),Depression,Exact - HP,http://purl.obolibrary.org/obo/HP_0000716,
1106,https://doi.org/10.1136/aim.20.2-3.56,Effects of Electroacupuncture on Intraoperative and Postoperative Analgesic Requirement,Postoperative pain management in gynaecologic lower abdominal surgery,Postoperative pain,NOT FOUND,,,
1756,https://doi.org/10.1136/acupmed-2011-010082,Effects of electroacupuncture on stress-related symptoms in medical students: a randomised controlled pilot study,"Stress-related symptoms: sleep disorders, anxiety, depression, and burnout","Stress-related symptoms: sleep disorders, anxiety, depression, and burnout","anxiety, Depression","Exact - MONDO, Exact - HP","http://purl.obolibrary.org/obo/MONDO_0011918, http://purl.obolibrary.org/obo/HP_0000716",
1731,https://doi.org/10.1136/acupmed-2013-010408,Effects of electroacupuncture on stress-related symptoms in medical students: a randomised placebo-controlled study,"Stress-related symptoms (sleep disorders, anxiety, depression, burnout)","stress, sleep disorder, anxiety, depression, burnout",NOT FOUND,,,
391,https://doi.org/10.1016/j.pain.2006.01.012,"Effects of intensity of electroacupuncture upon experimental pain in healthy human volunteers: A randomized, double-blind, placebo-controlled study",Not specified (the study focuses on pain perception in healthy volunteers rather than a specific disease or condition),Not specified (the study focuses on pain perception in healthy volunteers rather than a specific disease or condition),,,,
304,https://doi.org/10.1371/journal.pone.0099538,Effects of Long-Term Acupuncture Treatment on Resting-State Brain Activity in Migraine Patients: A Randomized Controlled Trial on Active Acupoints and Inactive Acupoints,Migraine without aura,Migraine without aura,migraine without aura,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0100431,
1172,https://pubmed.ncbi.nlm.nih.gov/14719303.0/,Effects of Magnetic Needle Acupuncture on Blood Pressure and Plasma ET 1 Level in the Patient of Hypertension,Hypertension,Hypertension,Hypertension,Exact - HP,http://purl.obolibrary.org/obo/HP_0000822,
1420,https://doi.org/10.1136/aim.26.3.171,"Effects of minimal acupuncture in children with infantile colica prospective, quasi-rando mised single blind controlled trial",Infantile colic,colic,NOT FOUND,,,
153,https://doi.org/10.1016/j.pain.2013.03.013,"Effects of motion style acupuncture treatment in acute low back pain patients with severe disability: A multicenter, randomized, controlled, comparative effectiveness trial",Acute low back pain (aLBP),Acute low back pain (aLBP),Low back pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0003419,
670,https://doi.org/10.1089/acm.2014.0199,Effects of Music in Combination with Vibration in Acupuncture Points on the Treatment of Fibromyalgia,Fibromyalgia,Fibromyalgia,fibromyalgia,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005546,
1406,https://doi.org/10.2340/165019771997243250,Effects of Repeated Sensory Stimulation Sessions (Electro Acupuncture) on Skin Temperature in Chronic Pain Patients,Long lasting nociceptive pain,pain,NOT FOUND,,,
405,https://doi.org/10.1016/j.ctim.2010.09.001,Effects of Sanyinjiao (SP6) with electroacupuncture on labour pain in women during labour,Labour pain,labor pain,NOT FOUND,,,
378,https://doi.org/10.1186/1749-8546-3-14,Effects of tender point acupuncture on delayed onset muscle soreness (DOMS) -a pragmatic trial,Delayed onset muscle soreness (DOMS),muscle soreness,NOT FOUND,,,
1270,https://pubmed.ncbi.nlm.nih.gov/16334720.0/,Effects of the Combined Therapy of Acupuncture with Herbal Drugs on Male Immune Infertility A Clinical Report of 50 Cases,Male immune infertility,infertility,NOT FOUND,,,
1547,https://pubmed.ncbi.nlm.nih.gov/16447664.0/,Effects of the Lifting Manipulation of Scalp Acupuncture for Raising Myodynamia of the Affected Limbs in Hemiplegic Patients Due to Cerebral Thrombosis,Hemiplegia due to cerebral thrombosis,Hemiplegia due to cerebral thrombosis,hemiplegia,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0001170,
193,https://doi.org/10.3109/13697137.2014.937687,Effects of Traditional Chinese Medicine on symptom clusters during the menopausal transition,"Menopausal transition (MT) and associated symptoms: hot flashes, sleep disturbances, mood disturbances, cognitive disturbances, and pain symptoms.","Menopausal transition (MT) and associated symptoms: hot flashes, sleep disturbances, mood disturbances, cognitive disturbances, and pain symptoms.",sleep disorder,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0100081,
641,https://doi.org/10.1089/acm.2016.0111,Effects of Transcutaneous Electrical Acupoint Stimulation on Motor Functions and Self-Care Ability in Children with Cerebral Palsy,Cerebral Palsy (CP),Cerebral Palsy (CP),cerebral palsy,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0006497,
1851,https://doi.org/10.1089/acm.2014.0284,"Effects of Transcutaneous Electrical Acupoint Stimulation on Patients with Stable Chronic Obstructive Pulmonary Disease: A Prospective, Single-Blind, Randomized, Placebo-Controlled Study",Chronic Obstructive Pulmonary Disease (COPD),Chronic Obstructive Pulmonary Disease (COPD),chronic obstructive pulmonary disease,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005002,
934,https://doi.org/10.1016/j.jams.2012.01.013,Effects of Trigger Point Acupuncture Treatment on Temporomandibular Disorders: A Preliminary Randomized Clinical Trial,"Temporomandibular disorders (TMDs), specifically chronic temporomandibular joint myofascial pain","Temporomandibular joint disorder (TMD), specifically chronic temporomandibular joint myofascial pain",temporomandibular joint disorder,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005473,
